council,council_short,FMP_FEP,stock,common_name,sci_name,tier_level,type,notes,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Red grouper,Red grouper,,1,constant F,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Red porgy,Red porgy,,1,constant F,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Red snapper,Red snapper,,1,constant F,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Snowy grouper,Snowy grouper,,1,constant F,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Vermilion snapper,Vermilion snapper,,1,constant F,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Wreckfish,Wreckfish,,1,constant F,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Yellowtail Snapper,Yellowtail Snapper,,1,constant F,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Atlantic Spadefish,Atlantic Spadefish,,4,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Bar Jack,Bar Jack,,4,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Black grouper,Black grouper,,4,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Gray Triggerfish,Gray Triggerfish,,4,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,GA-NC Hogfish,GA-NC Hogfish,,4,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Scamp,Scamp,,4,catch-based, (decreased due to stock issues and upcoming assessment),,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Speckled hind,Speckled hind,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Warsaw grouper,Warsaw grouper,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Goliath Grouper,Goliath Grouper,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Nassau Grouper,Nassau Grouper,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Porgy Complex,Jolthead Porgy,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Porgy Complex,Knobbed Porgy,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Porgy Complex,Saucereye Porgy,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Porgy Complex,Scup,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Porgy Complex,Whitebone Porgy,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Shallow-Water Groupers Complex,Red Hind,,4,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Shallow-Water Groupers Complex,Rock Hind,,4,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Shallow-Water Groupers Complex,Yellowmouth Grouper,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Shallow-Water Groupers Complex,Yellowfin Grouper,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Shallow-Water Groupers Complex,Coney,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Shallow-Water Groupers Complex,Graysby,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Snappers Complex,Gray Snapper,,4,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Snappers Complex,Lane Snapper,,4,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Snappers Complex,Cubera Snapper,,4,catch-based,,,,,,
Western Pacific Fishery Management Council,WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,red snapper/silvermouth,Aphareus rutilans,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,gray snapper/jobfish,Aprion virescens,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,black trevally/jack,Caranx lugubris,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,lunartail grouper,Variola louti,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,red snapper ,Etelis carbunculus,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,red snapper ,Etelis coruscans,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,redgill emperor,Lethrinus rubrioperculatus,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,blueline snapper,Lutjanus kasmira,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,pink snapper,Pristipomoides filamentosus,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,yelloweye snapper,Pristipomoides flavipinnis,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,snapper,Pristipomoides zonatus,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,American Samoa FEP,Guam Bottomfish,,,Tier 2,constant F,unsure about tier/type,,,,,
Western Pacific Fishery Management Council,WPFMC,American Samoa FEP,CNMI Bottomfish,,,Tier 2,constant F,unsure about tier/type,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Uku,Uku,Aprion virescens,Tier 1,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Deep 7 bottomfish complex,Ehu (squirrelfish snapper),Etelis carbunculus,Tier 1,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Deep 7 bottomfish complex,Gindai (Brigham's snapper),Pristipomoides zonatus,Tier 1,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Deep 7 bottomfish complex,"Hapuʻupuʻu (Seale's grouper, Hawaiian grouper)",Hyporthodus quernus,Tier 1,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Deep 7 bottomfish complex,Kalekale (Von Siebold's snapper),Pristipomoides sieboldii,Tier 1,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Deep 7 bottomfish complex,Lehi (silverjaw snapper),Aphareus rutilans,Tier 1,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Deep 7 bottomfish complex,Onaga (longtail snapper),Etelis coruscans,Tier 1,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Deep 7 bottomfish complex,Ōpakapaka (pink snapper),Pristipomoides filamentosus,Tier 1,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Deepwater Shrimp,,Heterocarpus ensifer,Tier 4,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Deepwater Shrimp,,Heterocarpus laevigatus,Tier 4,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Deepwater Shrimp,,Heterocarpus sibogae,Tier 4,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Deepwater Shrimp,,Heterocarpus gibbosus,Tier 4,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Deepwater Shrimp,,Heterocarpus Lepidus,Tier 4,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Deepwater Shrimp,,Heterocarpus dorsalis,Tier 4,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Deepwater Shrimp,,Heterocarpus tricarinatus,Tier 4,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Deepwater Shrimp,,Heterocarpus longirostris,Tier 4,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,pink coral (red coral) ,Corallium secundum ,Tier 4,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,pink coral (red coral) ,Corallium regale,Tier 4,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,pink coral (red coral) ,Corallium laauense ,Tier 4,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,gold coral,Gerardia spp.,Tier 4,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,gold coral,Narella spp. ,Tier 4,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,gold coral,Calyptrophora spp.,Tier 4,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,bamboo coral,Lepidisis olapa,Tier 4,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,bamboo coral,Acanella spp. ,Tier 4,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,black coral,Antipathes dichotoma,Tier 4,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,black coral,Antipathes grandis,Tier 4,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,black coral ,Antipathes ulex,Tier 4,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Hawaii Archipelago FEP,Kona Crab (spanner crab),Kona Crab (spanner crab),Ranina ranina,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,"red snapper, silvermouth",Aphareus rutilans,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,"giant trevally, jack",Caranx ignobilis,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,"black trevally, jack",Caranx lugubris,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,lunartail grouper,Variola louti,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,red snapper,Etelis carbunculus,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,red snapper,Etelis coruscans,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,redgill emperor,Lethrinus rubrioperculatus,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,blueline snapper,Lutjanus kasmira,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,yellowtail snapper,Pristipomoides auricilla,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,pink snapper,Pristipomoides filamentosus,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,yelloweye snapper,Pristipomoides flavipinnis,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,pink snapper,Pristipomoides seiboldii,Tier 2,constant F,,,,,,
Western Pacific Fishery Management Council,WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,flower snapper,Pristipomoides zonatus,Tier 2,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Albacore tuna,Albacore tuna,Thunnus alalunga,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Atlantic Small Coastal Sharks,Blacknose shark,Carcharhinus acronotu,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Atlantic Small Coastal Sharks,Finetooth shark,Carcharhinus isodon,NA,constant F,appears to have its own stock assessment,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Atlantic Small Coastal Sharks,Atlantic sharpnose shark,Rhizoprionodon terraenovae,NA,constant F,appears to have its own stock assessment,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Atlantic Small Coastal Sharks,Bonnethead,Sphyrna tiburo,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Bigeye thresher shark,Bigeye thresher shark,Alopias superciliosus,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Bigeye tuna,Bigeye tuna,Thunnus obesus,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Blue marlin ,Blue marlin ,Makaira nigricans,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Blue shark,Blue shark,Prionace glauca,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Bluefin tuna,Bluefin tuna,Thunnus thynnus,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Gulf of Mexico-Blacknose shark,Blacknose shark,Carcharhinus acronotu,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Gulf of Mexico-Blacktip shark,Blacktip shark,Carcharhinus limbatus,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Hammerhead,Scalloped hammerhead,Sphyrna lewini,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Hammerhead,Great hammerhead,Sphyrna mokarran,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Hammerhead,Smooth hammerhead,Sphyrna zygaena,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Large Coastal Sharks,Spinner shark,Carcharhinus brevipinna,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Large Coastal Sharks,Silky shark,Carcharhinus falciformis,harvest prohibited?,harvest prohibited?,possibly prohibited,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Large Coastal Sharks,Bull shark,Carcharhinus leucas,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Large Coastal Sharks,Blacktip shark,Carcharhinus limbatus,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Large Coastal Sharks,Sandbar shark,Carcharhinus plumbeus,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Large Coastal Sharks,Tiger shark,Galeocerdo cuvier,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Large Coastal Sharks,Nurse shark,Ginglymostoma cirratum,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Large Coastal Sharks,Lemon shark,Negaprion brevirostris,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Longbill spearfish,Longbill spearfish,Tetrapturus pfluegeri,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Pelagic Sharks,Thresher shark,Alopias vulpinus,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Pelagic Sharks,Oceanic whitetip shark,Carcharhinus longimanus,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Pelagic Sharks,Shortfin mako,Isurus oxyrinchus,NA,constant F,appears to have its own stock assessment,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Porbeagle,Porbeagle,Lamna nasus,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Bignose shark,Carcharhinus altimus,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Narrowtooth shark,Carcharhinus brachyurus,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Galapagos shark,Carcharhinus galapagensis,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Dusky shark,Carcharhinus obscurus,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Caribbean reef shark,Carcharhinus perezii,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Smalltail shark,Carcharhinus porosus,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Night shark,Carcharhinus signatus,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Sand tiger,Carcharias taurus,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,White shark,Carcharodon carcharias,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Basking shark,Cetorhinus maximus,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Sevengill shark,Heptranchias perlo,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Sixgill shark,Hexanchus griseus,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Bigeye sixgill shark,Hexanchus nakamurai,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Longfin mako,Isurus paucus,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Bigeye sand tiger,Odontaspis noronhai,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Whale shark,Rhincodon typus,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Caribbean sharpnose shark,Rhizoprionodon porosus,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Atlantic angel shark,Squatina dumerili,harvest prohibited,harvest prohibited,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Roundscale spearfish,Roundscale spearfish,Tetrapturus georgii,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Sailfish,Sailfish,Istiophorus platypterus,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Skipjack tuna,Skipjack tuna,Katsuwonus pelamis,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Smoothhound Sharks,Smooth dogfish,Mustelus canis,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Smoothhound Sharks,Florida smoothhound,Mustelus norrisi,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Smoothhound Sharks,Gulf smoothhound,Mustelus sinusmexicanus,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Swordfish,Swordfish,Xiphias gladius,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,White marlin,White marlin,Kajikia albida,NA,constant F,,,,,,
NOAA,NOAA,Atlantic/Gulf HMS FMP,Yellowfin tuna,Yellowfin tuna,Thunnus albacares,NA,constant F,,,,,,
West Coast Highly Migratory Species FMP,PFMC/WPFMC,West Coast Highly Migratory Species FMP,Eastern Pacific-Swordfish,Swordfish,Xiphias gladius,NA,international exception,,,,,,
West Coast Highly Migratory Species FMP,PFMC/WPFMC,West Coast Highly Migratory Species FMP,Western and Central North Pacific-Swordfish,Swordfish,Xiphias gladius,NA,international exception,,,,,,
West Coast Highly Migratory Species FMP,PFMC/WPFMC,West Coast Highly Migratory Species FMP,Common thresher shark,Common thresher shark,Alopias vulpinus,NA,international exception,,,,,,
West Coast Highly Migratory Species FMP,PFMC/WPFMC,West Coast Highly Migratory Species FMP,Shortfin mako shark,Shortfin mako shark,Isurus oxyrinchus,NA,international exception,,,,,,
West Coast Highly Migratory Species FMP,PFMC/WPFMC,West Coast Highly Migratory Species FMP,Blue shark,Blue shark,Prionace glauca,NA,international exception,,,,,,
West Coast Highly Migratory Species FMP,PFMC/WPFMC,West Coast Highly Migratory Species FMP,Eastern Pacific-Yellowfin tuna,Yellowfin tuna,Thunnus albacares,NA,international exception,,,,,,
West Coast Highly Migratory Species FMP,PFMC/WPFMC,West Coast Highly Migratory Species FMP,Western and Central Pacific-Yellowfin tuna,Yellowfin tuna,Thunnus albacares,NA,international exception,,,,,,
West Coast Highly Migratory Species FMP,PFMC/WPFMC,West Coast Highly Migratory Species FMP,Eastern Pacific-Skipjack tuna,Skipjack tuna,Katsuwonus pelamis,NA,international exception,,,,,,
West Coast Highly Migratory Species FMP,PFMC/WPFMC,West Coast Highly Migratory Species FMP,Western and Central Pacific-Skipjack tuna,Skipjack tuna,Katsuwonus pelamis,NA,international exception,,,,,,
West Coast Highly Migratory Species FMP,PFMC/WPFMC,West Coast Highly Migratory Species FMP,Eastern Pacific-Bigeye tuna,Bigeye tuna,Thunnus obesus,NA,international exception,,,,,,
West Coast Highly Migratory Species FMP,PFMC/WPFMC,West Coast Highly Migratory Species FMP,Western and Central Pacific-Bigeye tuna,Bigeye tuna,Thunnus obesus,NA,international exception,,,,,,
West Coast Highly Migratory Species FMP,PFMC/WPFMC,West Coast Highly Migratory Species FMP,Eastern Pacific-Striped marlin,Striped marlin,Tetrapturus audax,NA,international exception,,,,,,
West Coast Highly Migratory Species FMP,PFMC/WPFMC,West Coast Highly Migratory Species FMP,Western and Central North Pacific-Striped marlin,Striped marlin,Tetrapturus audax,NA,international exception,,,,,,
West Coast Highly Migratory Species FMP,PFMC/WPFMC,West Coast Highly Migratory Species FMP,Dorado (Dolphinfish),Dorado (Dolphinfish),Coryphaena hippurus),NA,international exception,,,,,,
West Coast Highly Migratory Species FMP,PFMC/WPFMC,West Coast Highly Migratory Species FMP,Pacific bluefin tuna,Bluefin tuna,Thunnus orientalis,NA,international exception,,,,,,
West Coast Highly Migratory Species FMP,PFMC/WPFMC,West Coast Highly Migratory Species FMP,North Pacific Albacore,North Pacific Albacore,Thunnus alalunga,NA,international exception,,,,,,
